Is a daffodil a sport?|No
Is a daffodil a disease?|No
Is a daffodil a fire?|No
Is a daffodil a liquid?|No
Is a daffodil a molecule?|No
Is a daffodil a location?|No
Is a daffodil a food?|No
Is a daffodil a computer?|No
Is a daffodil a car?|No
Is a daffodil a protein?|No
Is a daffodil a machine?|No
Is a daffodil a school?|No
Is a daffodil a dog?|No
Is a daffodil a shop?|No
Is a daffodil a country?|No
Is a daffodil a plastic?|No
Is a daffodil a fish?|No
Is a daffodil a planet?|No
Is a daffodil an ocean?|No
Is a daffodil a body of water?|No
Is a daffodil a restaurant?|No
Is a daffodil an insect?|No
Is a daffodil a lizard?|No
Is a daffodil a bicycle?|No
Is a daffodil a bridge?|No
Is a daffodil a house?|No
Is a daffodil a publication?|No
Is a daffodil a president?|No
Is a daffodil a leader?|No
Is a daffodil a turtle?|No
Is a daffodil a europe?|No
Is a daffodil a vertebrate?|No
Is a daffodil a river?|No
Is a daffodil a bird?|No
Is a daffodil a vehicle?|No
Is a daffodil a deer?|No
Is a daffodil a road?|No
Is a daffodil a sugar?|No
Is a daffodil a cat?|No
Is a daffodil a mammal?|No
Is a daffodil a politician?|No
Is a daffodil a town?|No
Is a daffodil an africa?|No
Is a daffodil a doctor?|No
Is a daffodil a horse?|No
Is a daffodil an asia?|No
Is a daffodil a forest?|No
Is a daffodil a wheel?|No
Is a daffodil an ant?|No
Is a daffodil a continent?|No
Is a daffodil an airplane?|No
Is a daffodil a clothes?|No
Is a daffodil a wine?|No
Is a daffodil a meal?|No
Is a daffodil a city?|No
Is a daffodil a cake?|No
Is a daffodil a cheese?|No
Is a daffodil a kitchen?|No
Is a daffodil a lake?|No
Is a daffodil a soup?|No
Is a daffodil a metal?|No
Is a daffodil a movie?|No
Is a daffodil a building?|No
Is a daffodil a snake?|No
Is a daffodil a wasp?|No
Is a daffodil a door?|No
Is a daffodil a salad?|No
Is a daffodil a soda?|No
Is a daffodil a human being?|No
Is a daffodil a room?|No
Is a daffodil a bathroom?|No
Is a daffodil a boat?|No
Is a daffodil a jewelry?|No
Is a daffodil a candy?|No
Is a daffodil a kitchen utensil?|No
Is a daffodil a carbohydrate?|No
Is a daffodil a toy?|No
Is a daffodil a drug?|No
Is a daffodil a student?|No
Is a daffodil an acid?|No
Is a daffodil an expert?|No
Is a daffodil a structure?|No
Is a daffodil a water?|No
Is a daffodil a reptile?|No
Is a daffodil a palm tree?|No
Is a daffodil a crustacean?|No
Is a daffodil a jellyfish?|No
Is a daffodil an invertebrate?|No
Is a daffodil a rodent?|No
